 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	BJD_TDB
62	ogg2m001-ep04-20210522-0216-e91.fits.fz	62.000000	0.000000	59358.081378	2459358.081378	NaN	NaN	NaN	NaN	NaN	1.410222	12.035263	10.000000	60.000000	90.000000	0.261535	0.333153	0.211686	0.364324	0.445842	0.000568	0.000765	0.000573	0.000815	0.000949	460.419797	435.578905	369.151019	447.268595	469.844994	1267535.142569	1259.626216	1046.196412	1038.231561	1046.696412	1010.268439	16.352001	31.577233	331504.966661	314.159265	640.218770	517.799512	4010.256348	1055.213082	243.079846	12164.000000	9.765473	9.504041	9.767785	9.240296	17.146130	0.995494	912417.518216	1899.814430	984.638532	1900.314430	1063.861468	16.347059	31.581182	316755.514034	629.888922	502.875195	4402.061523	1008.264116	247.429293	8.700121	9.195446	9.252400	9.138492	38.706270	0.996769	974477.181217	2037.070115	1018.030911	2037.570115	1030.469089	16.346264	31.578705	221442.807869	549.810009	402.762417	3324.958008	704.874350	245.633513	8.404838	9.934123	9.951120	9.917127	42.448750	0.998520	493434.018413	1277.050846	1814.047648	1277.550846	234.452352	16.350664	31.519838	338477.927552	646.152131	523.836279	3750.293213	1077.408706	245.072344	10.434930	9.715345	9.770714	9.659976	39.492063	0.996442	853305.167850	298.482023	1337.635198	298.982023	710.864802	16.356328	31.555061	390858.893114	685.634399	570.068966	4057.776611	1244.142498	245.781395	10.915708	9.946388	10.275339	9.617436	12.476980	0.994689	1000513.636623	2459358.085728
63	ogg2m001-ep04-20210522-0217-e91.fits.fz	63.000000	0.000000	59358.083510	2459358.083510	NaN	NaN	NaN	NaN	NaN	1.426506	11.591210	10.000000	60.000000	90.000000	0.261606	0.332057	0.210695	0.367086	0.445449	0.000564	0.000757	0.000567	0.000813	0.000941	464.020459	438.476327	371.434302	451.660685	473.280302	1283615.980010	1265.855033	1046.173281	1038.329680	1046.673281	1010.170320	16.352001	31.577235	335801.586791	314.159265	643.464575	521.864917	4544.210449	1068.889649	242.618007	12153.000000	9.214682	9.129217	9.172698	9.085736	37.995278	0.998452	1103287.449760	1899.856932	984.725763	1900.356932	1063.774237	16.347058	31.581186	319981.322467	632.427466	505.957346	5098.762695	1018.532183	247.483775	8.211962	8.812168	8.652443	8.971893	60.591307	0.995101	1188991.382611	2037.105512	1018.114257	2037.605512	1030.385743	16.346264	31.578709	223385.234233	551.417429	405.110942	3671.015137	711.057285	245.372610	8.046343	9.643558	9.487857	9.799258	62.510589	0.996836	597282.359163	1277.074372	1814.143512	1277.574372	234.356488	16.350665	31.519839	344673.151664	650.768980	529.639799	4194.963867	1097.128717	244.435866	9.903446	9.342507	9.218350	9.466663	55.726703	0.994721	1051654.070342	298.520297	1337.728749	299.020297	710.771251	16.356328	31.555062	395576.271646	689.103054	574.045158	4417.788574	1259.158380	245.934387	10.544353	9.614883	9.735190	9.494576	26.290715	0.998304	1195094.852781	2459358.087860
64	ogg2m001-ep04-20210522-0218-e91.fits.fz	64.000000	0.000000	59358.085643	2459358.085643	NaN	NaN	NaN	NaN	NaN	1.443392	12.126037	10.000000	60.000000	90.000000	0.261293	0.332160	0.211349	0.365703	0.445944	0.000575	0.000774	0.000581	0.000828	0.000962	454.089368	429.330118	363.578615	441.864186	463.679656	1240488.434701	1249.506244	1045.740596	1038.338688	1046.240596	1010.161312	16.352002	31.577231	324131.401294	314.159265	634.762793	510.633901	3743.301270	1031.742295	244.375550	12089.000000	9.973260	9.809544	10.014359	9.604729	14.918816	0.997685	750579.913697	1899.426402	984.655909	1899.926402	1063.844091	16.347059	31.581189	309302.332514	624.314208	495.427348	4210.547852	984.539903	248.842449	8.751324	9.547496	9.562941	9.532052	41.539369	0.999279	794029.057611	2036.642469	1018.050346	2037.142469	1030.449654	16.346265	31.578712	216433.420592	545.833997	396.518761	2991.172607	688.928975	247.504310	8.710911	10.260272	10.211549	10.308995	56.614441	0.999420	398033.609497	1276.703709	1814.066639	1277.203709	234.433361	16.350665	31.519840	332173.194602	641.362412	517.918088	3574.706543	1057.340118	245.547275	10.458518	10.007853	10.024495	9.991210	42.711852	0.998262	716609.433609	298.166157	1337.658638	298.666157	710.841362	16.356329	31.555063	382579.486993	679.865521	562.728180	3781.544189	1217.788330	246.990205	11.144965	10.226664	10.530197	9.923131	6.204484	0.996312	848333.371323	2459358.089993
65	ogg2m001-ep04-20210522-0219-e91.fits.fz	65.000000	0.000000	59358.087775	2459358.087775	NaN	NaN	NaN	NaN	NaN	1.460870	11.844883	10.000000	60.000000	90.000000	0.261425	0.330021	0.212203	0.365867	0.447068	0.000573	0.000766	0.000579	0.000824	0.000959	456.530985	430.661318	366.229887	444.106334	466.267868	1251499.266530	1254.197262	1045.599192	1038.132794	1046.099192	1010.367206	16.352002	31.577236	327173.712070	314.159265	637.248000	513.416616	3911.517090	1041.426271	244.765864	12053.000000	9.589284	9.574232	9.684558	9.463906	27.435122	0.998396	857367.381011	1899.218231	984.518107	1899.718231	1063.981893	16.347059	31.581188	310537.403535	625.484662	496.474850	4476.498535	988.471256	249.575396	8.342383	9.265854	9.243280	9.288428	47.916804	0.997702	906246.799623	2036.472092	1017.940924	2036.972092	1030.559076	16.346265	31.578709	219082.072764	548.229298	399.617594	3278.384033	697.359896	247.701059	8.301387	10.058501	9.919026	10.197975	65.141300	0.998161	447789.999296	1276.522062	1813.945544	1277.022062	234.554456	16.350665	31.519839	335232.259036	644.010990	520.538103	3830.812256	1067.077422	246.504540	10.103984	9.750493	9.688030	9.812956	51.775350	0.997010	816780.648432	297.949964	1337.509082	298.449964	710.990918	16.356329	31.555065	386647.531195	682.989160	566.110788	4070.340332	1230.737316	247.557904	10.761338	9.979554	10.241031	9.718077	13.537446	0.996541	957082.171844	2459358.092125
66	ogg2m001-ep04-20210522-0220-e91.fits.fz	66.000000	0.000000	59358.089908	2459358.089908	NaN	NaN	NaN	NaN	NaN	1.478990	11.970945	10.000000	60.000000	90.000000	0.262224	0.330595	0.212167	0.367106	0.445055	0.000572	0.000765	0.000578	0.000824	0.000953	458.270408	431.894133	367.021329	445.491145	466.889711	1257136.305192	1256.992117	1045.759475	1038.112455	1046.259475	1010.387545	16.352001	31.577230	329651.382976	314.159265	639.376455	515.582612	3932.641602	1049.312942	245.453143	12136.000000	9.781356	9.620313	9.774802	9.465825	29.167121	0.996259	849391.060571	1899.455632	984.465158	1899.955632	1064.034842	16.347059	31.581181	312343.354143	627.144458	498.040523	4363.438965	994.219775	250.410202	8.575379	9.264507	9.236103	9.292911	47.775004	0.995980	904924.164303	2036.709259	1017.797649	2037.209259	1030.702351	16.346264	31.578709	220037.626004	549.447579	400.470644	3321.207520	700.401517	248.561448	8.388024	10.030287	9.973582	10.086992	52.300742	0.997989	461768.772480	1276.683501	1813.900585	1277.183501	234.599415	16.350664	31.519840	337576.225054	646.171539	522.425091	3723.003418	1074.538498	248.011872	10.199970	9.764595	9.759910	9.769281	45.393089	0.995108	826889.060097	298.142880	1337.475423	298.642880	711.024577	16.356327	31.555064	387179.099991	683.585189	566.394805	3890.291992	1232.429353	248.478866	11.065115	10.020733	10.282950	9.758515	21.179867	0.994991	946063.261079	2459358.094258
67	ogg2m001-ep04-20210522-0221-e91.fits.fz	67.000000	0.000000	59358.092040	2459358.092040	NaN	NaN	NaN	NaN	NaN	1.497733	12.130961	10.000000	60.000000	90.000000	0.261549	0.331783	0.212845	0.365917	0.444021	0.000577	0.000776	0.000586	0.000831	0.000962	452.947306	427.720736	363.434814	440.502664	461.776610	1236671.048293	1249.760095	1045.948220	1038.105470	1046.448220	1010.394530	16.352001	31.577225	323450.251183	314.159265	634.897028	509.453087	3716.532715	1029.574126	247.026417	12182.000000	9.839850	9.759904	9.859713	9.660095	37.784058	0.993267	770285.920660	1899.593903	984.427258	1900.093903	1064.072742	16.347059	31.581180	308088.346295	624.349293	493.455106	4220.467773	980.675664	252.893731	8.529791	9.445471	9.388616	9.502325	48.982206	0.992452	827401.759628	2036.846524	1017.795331	2037.346524	1030.704669	16.346264	31.578705	217025.913053	547.170726	396.632902	3124.864258	690.814937	250.442775	8.658797	10.211844	10.092747	10.330940	55.756839	0.995956	417831.892394	1276.837707	1813.832357	1277.337707	234.667643	16.350665	31.519836	331293.412584	641.564951	516.383279	3586.030029	1054.539685	249.083972	10.402371	9.961174	9.892143	10.030206	49.107036	0.990590	738078.315390	298.378690	1337.494097	298.878690	711.005903	16.356327	31.555056	380263.376362	679.033774	560.006573	3820.064209	1210.415920	250.717769	11.253053	10.177312	10.388132	9.966492	28.466169	0.994240	849037.998339	2459358.096390
68	ogg2m001-ep04-20210522-0222-e91.fits.fz	68.000000	0.000000	59358.094173	2459358.094173	NaN	NaN	NaN	NaN	NaN	1.517149	11.896737	10.000000	60.000000	90.000000	0.261575	0.331143	0.210910	0.366506	0.446870	0.000577	0.000773	0.000582	0.000830	0.000965	453.639447	428.188416	362.356972	441.349728	463.209858	1243213.441263	1254.455774	1045.795499	1037.979260	1046.295499	1010.520740	16.352001	31.577229	325193.678296	314.159265	637.345138	510.231676	4043.511719	1035.123627	251.311979	12109.000000	9.573996	9.518509	9.694060	9.342958	29.542895	0.994849	876359.997062	1899.433461	984.341234	1899.933461	1064.158766	16.347059	31.581181	309268.845895	626.191094	493.888924	4490.479492	984.433311	256.380636	8.436372	9.251810	9.297544	9.206076	40.744086	0.995539	908576.295419	2036.676719	1017.707006	2037.176719	1030.792994	16.346264	31.578706	216536.461781	548.145554	395.034604	3230.699463	689.256965	254.964756	8.408881	10.013322	9.986933	10.039710	48.170412	0.997722	456885.120689	1276.695701	1813.745968	1277.195701	234.754032	16.350665	31.519836	333437.863487	644.326320	517.498437	3772.598633	1061.365684	253.522290	10.157263	9.734623	9.721165	9.748081	45.959913	0.993188	827787.284600	298.210206	1337.367722	298.710206	711.132278	16.356328	31.555058	383970.270100	682.586292	562.522679	4010.378906	1222.215330	254.186597	10.776210	9.921036	10.236530	9.605541	20.493312	0.992915	984259.368502	2459358.098523
69	ogg2m001-ep04-20210522-0223-e91.fits.fz	69.000000	0.000000	59358.096305	2459358.096305	NaN	NaN	NaN	NaN	NaN	1.537299	12.088721	10.000000	60.000000	90.000000	0.261830	0.332875	0.210920	0.365905	0.445488	0.000577	0.000776	0.000582	0.000829	0.000962	454.158554	429.161447	362.670997	441.532412	463.220946	1246743.407992	1257.063506	1045.794797	1037.903136	1046.294797	1010.596864	16.352001	31.577238	326435.390236	314.159265	638.982260	510.867689	3901.602783	1039.076119	253.845354	12126.000000	9.912049	9.506303	9.594229	9.418376	28.791017	0.998810	880142.047789	1899.356142	984.306791	1899.856142	1064.193209	16.347059	31.581184	311364.111148	628.533039	495.382250	4407.636230	991.102748	258.864701	8.679618	9.170874	9.090485	9.251262	55.881192	0.997764	941205.895139	2036.598871	1017.686249	2037.098871	1030.813751	16.346264	31.578707	217159.525809	549.232510	395.387239	3174.526123	691.240239	256.666217	8.700587	9.933928	9.826222	10.041633	64.368914	0.998799	470015.408841	1276.703083	1813.647710	1277.203083	234.852290	16.350665	31.519842	333983.211223	645.246572	517.605557	3753.993896	1063.101580	255.534658	10.316387	9.672992	9.620667	9.725317	51.039528	0.997327	836299.248726	298.261673	1337.261839	298.761673	711.238161	16.356328	31.555070	384236.559813	683.487665	562.170437	3916.450928	1223.062956	257.189893	10.938228	9.951416	10.179796	9.723035	12.648505	0.997425	976750.131959	2459358.100655
70	ogg2m001-ep04-20210522-0224-e91.fits.fz	70.000000	0.000000	59358.098437	2459358.098437	NaN	NaN	NaN	NaN	NaN	1.558192	11.772366	10.000000	60.000000	90.000000	0.262000	0.332969	0.211771	0.364796	0.445407	0.000579	0.000779	0.000586	0.000830	0.000965	452.556513	427.495331	361.598649	439.400006	461.451086	1243740.691267	1259.095872	1045.842667	1037.906375	1046.342667	1010.593625	16.352001	31.577237	325859.716935	314.159265	640.029611	509.132251	4295.578125	1037.243694	259.889095	12200.000000	9.465659	9.492630	9.671591	9.313669	28.695483	0.995108	899869.328981	1899.433330	984.312332	1899.933330	1064.187668	16.347059	31.581185	310680.003168	629.553343	493.492739	4619.736328	988.925164	265.040274	8.335941	9.164240	9.192543	9.135936	42.323596	0.995616	949927.080322	2036.663075	1017.698142	2037.163075	1030.801858	16.346264	31.578709	217358.472056	551.231495	394.314320	3361.431885	691.873505	262.897701	8.230524	9.949636	9.911189	9.988083	50.155909	0.998136	477585.975349	1276.756841	1813.670795	1277.256841	234.829205	16.350664	31.519840	332439.316606	645.693379	514.856319	3935.815918	1058.187210	262.089850	10.030718	9.687703	9.699330	9.676076	44.096965	0.994199	840639.046375	298.290638	1337.299688	298.790638	711.200312	16.356328	31.555065	383262.899437	684.257920	560.114670	4046.582031	1219.963699	263.520009	10.710267	9.912998	10.222853	9.603144	17.872745	0.994079	983541.701627	2459358.102787
71	ogg2m001-ep04-20210522-0225-e91.fits.fz	71.000000	0.000000	59358.100571	2459358.100571	NaN	NaN	NaN	NaN	NaN	1.579857	11.558571	10.000000	60.000000	90.000000	0.262170	0.332549	0.211267	0.365463	0.445872	0.000586	0.000787	0.000593	0.000841	0.000977	447.306758	422.307803	356.293915	434.534769	456.282199	1226786.273379	1256.865336	1045.645109	1037.869054	1046.145109	1010.630946	16.352001	31.577228	321626.353183	314.159265	639.080479	503.264243	4133.637207	1023.768479	269.178020	11927.000000	9.394899	9.511853	9.724687	9.299018	23.423063	0.995723	862041.090909	1899.129305	984.144721	1899.629305	1064.355279	16.347060	31.581186	306155.182692	628.085223	487.442104	4542.424805	974.522214	273.140198	8.236589	9.275644	9.356042	9.195246	36.993873	0.996051	908803.119518	2036.395192	1017.527549	2036.895192	1030.972451	16.346265	31.578709	213973.750512	551.101310	388.265726	3323.193604	681.099602	272.674759	8.059678	10.068436	10.115628	10.021244	38.960347	0.997993	449100.239376	1276.467040	1813.483064	1276.967040	235.016936	16.350665	31.519844	328346.342347	644.572449	509.401764	3823.574463	1045.158869	270.239120	9.709937	9.709171	9.770431	9.647912	39.455721	0.995695	798472.641434	298.024605	1337.197494	298.524605	711.302506	16.356328	31.555062	378310.997827	682.666191	554.166887	4116.943359	1204.201307	271.978532	10.619388	9.977330	10.304784	9.649875	14.499276	0.994380	942859.460985	2459358.104921
72	ogg2m001-ep04-20210522-0226-e91.fits.fz	72.000000	0.000000	59358.102703	2459358.102703	NaN	NaN	NaN	NaN	NaN	1.602332	11.747524	10.000000	60.000000	90.000000	0.262794	0.332545	0.210999	0.366628	0.444954	0.000593	0.000796	0.000600	0.000852	0.000985	443.443167	417.946186	351.958073	430.554871	451.693441	1217232.502847	1259.928448	1045.574924	1037.708698	1046.074924	1010.791302	16.352001	31.577233	319881.388995	314.159265	640.881772	499.126989	3881.179932	1018.214085	281.796125	11981.000000	9.604834	9.695783	9.851833	9.539733	22.498539	0.997929	772471.529629	1899.107983	984.072611	1899.607983	1064.427389	16.347059	31.581185	303767.733444	629.731380	482.376681	4353.901367	966.922727	287.004996	8.395739	9.447351	9.466996	9.427705	42.452191	0.997807	814816.685224	2036.328028	1017.392467	2036.828028	1031.107533	16.346265	31.578713	212085.103238	553.230055	383.357884	3213.564941	675.087851	285.513840	8.255421	10.218711	10.178787	10.258635	54.494322	0.999423	404200.300625	1276.455741	1813.394247	1276.955741	235.105753	16.350664	31.519844	326549.466001	646.565182	505.052661	3727.462891	1039.439234	283.755119	10.113234	9.902930	9.889051	9.916810	46.498911	0.997127	724219.907896	297.993500	1337.117114	298.493500	711.382886	16.356328	31.555061	374830.200164	683.189617	548.647390	3807.749268	1193.121584	285.024154	10.809820	10.083182	10.341858	9.824506	14.128683	0.996611	862892.071553	2459358.107053
73	ogg2m001-ep04-20210522-0227-e91.fits.fz	73.000000	0.000000	59358.104834	2459358.104834	NaN	NaN	NaN	NaN	NaN	1.625660	11.913984	10.000000	60.000000	90.000000	0.262010	0.331487	0.211273	0.366715	0.445711	0.000597	0.000801	0.000607	0.000860	0.000995	438.759876	413.661299	348.067021	426.617078	448.011324	1219938.612717	1274.655835	1045.461044	1037.742318	1045.961044	1010.757682	16.352000	31.577225	319636.005358	314.159265	647.435534	493.695493	3919.887695	1017.433005	308.681837	12167.000000	9.694213	9.662428	9.667229	9.657627	43.674306	0.999539	775904.971462	1899.056645	984.116774	1899.556645	1064.383226	16.347059	31.581178	303716.117558	636.431750	477.217105	4277.388184	966.758428	313.583121	8.635857	9.401639	9.257550	9.545727	64.431497	0.997615	814812.298868	2036.271412	1017.446307	2036.771412	1031.053693	16.346264	31.578707	212784.573397	561.495405	378.960489	3248.847900	677.314333	311.714877	8.337332	10.263109	10.150924	10.375295	70.005710	0.999186	409405.061486	1276.285303	1813.423856	1276.785303	235.076144	16.350664	31.519840	327332.326536	654.015017	500.496653	3696.617676	1041.931156	311.347392	10.234184	9.873102	9.726012	10.020192	66.438628	0.998083	732857.867899	297.858350	1337.127255	298.358350	711.372745	16.356327	31.555052	376105.595226	690.426964	544.743492	4014.209961	1197.181292	312.025800	10.920809	10.127578	10.203479	10.051677	6.168939	0.999765	863868.904592	2459358.109184
74	ogg2m001-ep04-20210522-0228-e91.fits.fz	74.000000	0.000000	59358.106967	2459358.106967	NaN	NaN	NaN	NaN	NaN	1.649872	11.560321	10.000000	60.000000	90.000000	0.261448	0.331955	0.212223	0.365938	0.444679	0.000609	0.000819	0.000625	0.000875	0.001012	429.576506	405.290861	339.827162	417.979519	439.357785	1219666.106160	1301.085692	1045.357866	1037.913712	1045.857866	1010.586288	16.352000	31.577231	318879.839276	314.159265	659.783116	483.310093	4125.405273	1015.026053	361.053376	12008.000000	9.315902	9.589130	9.654160	9.524099	34.297039	0.998619	818914.166444	1898.831300	984.221504	1899.331300	1064.278496	16.347059	31.581186	303969.873442	650.020941	467.630893	4543.663086	967.566158	366.715643	8.203666	9.306347	9.194575	9.418119	60.515282	0.997829	871224.687771	2036.063367	1017.603532	2036.563367	1030.896468	16.346265	31.578710	213526.034864	577.572153	369.695862	3395.907715	679.674479	364.450224	8.071470	10.357585	10.309119	10.406050	54.328815	0.999144	434778.612115	1276.176683	1813.647353	1276.676683	234.852647	16.350664	31.519838	326751.515693	666.235572	490.444415	3943.204346	1040.082378	363.323790	9.777264	9.763423	9.649950	9.876896	56.612169	0.996526	784478.758112	297.786174	1337.247884	298.286174	711.252116	16.356327	31.555064	375418.682160	702.023735	534.766367	4082.096436	1194.994780	364.142563	10.519321	9.998205	10.180685	9.815724	20.098552	0.997718	913537.221805	2459358.111317
75	ogg2m001-ep04-20210522-0229-e91.fits.fz	75.000000	0.000000	59358.109101	2459358.109101	NaN	NaN	NaN	NaN	NaN	1.675108	11.903569	10.000000	60.000000	90.000000	0.261362	0.331037	0.210856	0.365663	0.448018	0.000635	0.000854	0.000656	0.000913	0.001061	411.492904	387.511539	321.478092	400.383281	422.404989	1206115.077649	1344.476558	1045.537920	1037.637961	1046.037920	1010.862039	16.352000	31.577234	315232.371018	314.159265	680.723854	463.084067	3938.881836	1003.415801	459.665821	11967.000000	9.705521	9.757930	9.824244	9.691617	25.896568	0.999517	728815.138691	1898.988346	984.000150	1899.488346	1064.499850	16.347059	31.581185	299968.182295	671.186641	446.922158	4359.445312	954.828380	465.820283	8.581584	9.524627	9.539185	9.510069	41.588215	0.999338	757395.089250	2036.181451	1017.338596	2036.681451	1031.161404	16.346264	31.578712	210030.505640	602.154986	348.798085	3155.898438	668.547863	463.991998	8.554496	10.729815	10.698385	10.761245	55.917377	0.999752	368959.362891	1276.348880	1813.336852	1276.848880	235.163148	16.350664	31.519840	322943.250829	687.018501	470.064853	3756.246826	1027.960294	462.085582	10.135404	9.927307	9.894799	9.959814	51.469533	0.999145	691100.246704	297.905810	1337.046044	298.405810	711.453956	16.356328	31.555061	373173.138885	722.869738	516.238430	3899.850830	1187.846994	463.205730	10.980521	10.184659	10.420796	9.948521	8.944659	0.997628	812454.138582	2459358.113451
76	ogg2m001-ep04-20210522-0230-e91.fits.fz	76.000000	0.000000	59358.111234	2459358.111234	NaN	NaN	NaN	NaN	NaN	1.701249	11.916944	10.000000	60.000000	90.000000	0.261839	0.331179	0.210667	0.367888	0.445628	0.000676	0.000910	0.000707	0.000975	0.001119	387.476128	363.929273	298.054315	377.492576	398.065041	1205441.806862	1430.614692	1045.501067	1037.508708	1046.001067	1010.991292	16.352000	31.577229	315631.674710	314.159265	723.345099	436.350057	4182.451660	1004.686825	643.732662	12240.000000	9.458592	9.736349	9.846602	9.626096	20.113263	0.999120	729238.509999	1899.034839	983.792492	1899.534839	1064.707508	16.347058	31.581185	299897.462660	714.555747	419.697783	4490.994629	954.603272	652.152860	8.618056	9.483272	9.443919	9.522625	52.966024	0.999086	766155.110838	2036.198270	1017.210309	2036.698270	1031.289691	16.346264	31.578706	209757.421313	650.556201	322.427826	3350.574951	667.678609	649.100036	8.626207	11.035285	10.977458	11.093112	62.992524	0.999682	381468.079843	1276.410540	1813.182178	1276.910540	235.317822	16.350664	31.519838	324198.596872	729.841175	444.204312	3981.911865	1031.956185	646.621205	10.183025	9.951766	9.868318	10.035214	56.317329	0.998101	694002.555713	298.062310	1336.853069	298.562310	711.646931	16.356327	31.555062	371588.326017	761.693488	487.844956	4247.192383	1182.802378	647.259651	10.795272	10.155899	10.344402	9.967395	7.998216	0.998510	825685.876168	2459358.115584
77	ogg2m001-ep04-20210522-0231-e91.fits.fz	77.000000	0.000000	59358.113368	2459358.113368	NaN	NaN	NaN	NaN	NaN	1.728525	11.721926	10.000000	60.000000	90.000000	0.260594	0.334107	0.211151	0.365676	0.443968	0.000751	0.001021	0.000803	0.001081	0.001239	346.991775	327.171178	262.855341	338.432035	358.445210	1186502.595825	1571.780470	1045.630642	1037.398635	1046.130642	1011.101365	16.352000	31.577230	309195.754871	314.159265	791.356617	390.716080	4483.553711	984.200655	983.558632	12015.000000	9.340242	9.778590	9.999294	9.557887	27.261029	0.993957	698897.121187	1898.999303	983.774981	1899.499303	1064.725019	16.347059	31.581178	297141.603519	786.175939	377.958150	4804.868652	945.831100	993.494382	8.570942	9.634845	9.682766	9.586924	41.788903	0.992091	716562.745677	2036.241044	1017.158176	2036.741044	1031.341824	16.346264	31.578701	206854.187925	730.002770	283.360826	3748.466309	658.437330	991.107933	8.350624	11.509477	11.537130	11.481824	41.323877	0.998590	360581.048919	1276.464172	1813.161771	1276.964172	235.338229	16.350664	31.519830	317700.377048	797.445158	398.397775	4238.335449	1011.271709	987.213932	9.855833	9.998452	10.048509	9.948396	41.396529	0.993630	658656.993392	298.104029	1336.815500	298.604029	711.684500	16.356327	31.555059	364806.427333	826.800106	441.226876	4464.626953	1161.214924	988.806142	10.575045	10.196005	10.488081	9.903929	19.302379	0.994634	796770.163110	2459358.117717
78	ogg2m001-ep04-20210522-0232-e91.fits.fz	78.000000	0.000000	59358.115500	2459358.115500	NaN	NaN	NaN	NaN	NaN	1.756839	12.014554	10.000000	60.000000	90.000000	0.263078	0.331073	0.212153	0.368394	0.443077	0.000882	0.001192	0.000962	0.001270	0.001441	298.339169	277.814483	220.460419	289.992486	307.474200	1161863.503417	1806.246877	1045.226685	1037.390170	1045.726685	1011.109830	16.352000	31.577228	305660.242835	314.159265	907.679517	336.749081	4848.816895	972.946771	1608.437392	12021.000000	9.656734	10.036759	10.286499	9.787020	17.526967	0.996309	600544.255504	1898.615187	983.686572	1899.115187	1064.813428	16.347059	31.581182	288985.980665	902.007868	320.380776	5188.669922	919.870946	1624.700906	8.922834	9.778450	9.874189	9.682712	32.812059	0.997749	622495.872242	2035.807974	1017.131442	2036.307974	1031.368558	16.346265	31.578701	203350.890645	858.569962	236.848364	4189.813965	647.285989	1622.806036	8.650149	12.168397	12.230451	12.106344	30.992179	0.999529	316213.537013	1275.969712	1813.105417	1276.469712	235.394583	16.350665	31.519834	312792.425639	913.135618	342.547612	4732.734375	995.649214	1616.197048	10.103094	10.198378	10.263350	10.133405	39.044763	0.996189	580059.697557	297.636875	1336.703722	298.136875	711.796278	16.356328	31.555064	356734.206467	936.990153	380.723538	4861.250977	1135.520247	1616.745093	11.018032	10.397457	10.732590	10.062324	12.941185	0.994877	670533.262901	2459358.119850
