Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep02-20210522-0209-e91.fits	54	0	59358.064326	2459358.064326	2459358.068694	1.298007	43.200000	-55	NaN	180	16.352150	31.578926	NaN	NaN	1.988871	0.872569	11.213536	15	30	45	0.263973	3.534002	1.589648	4.479329	3.390454	0.713806	0.291492	0.557134	0.293142	0.000370	0.002354	0.001165	0.002934	0.002266	0.000879	0.000457	0.000710	0.000387	713.299821	1501.057985	1365.049319	1526.498417	1495.919342	811.940169	638.110533	785.179284	757.623761	4557128.577460	2799.530390	1049.009287	1045.012132	1049.509287	1003.487868	16.352005	31.577362	1202960.745070	706.858347	1515.937724	793.542324	13536.513672	1701.841324	1108.829127	2999	10.441319	10.930451	11.123997	10.736906	22.568802	0.997481	1902.037713	902.710404	1902.537713	1145.789596	16.347053	31.587657	16104902.173034	4150.892706	3879.864722	123381.820312	22783.775901	1151.673557	11.683919	11.403163	11.355929	11.450397	49.045266	0.996535	1994.731822	1224.875989	1995.231822	823.624011	16.346523	31.563744	7244229.416107	2891.140049	2505.665341	64133.703125	10248.488182	1130.490215	11.443645	11.356047	11.226916	11.485178	54.755156	0.995364	109.800296	1358.085637	110.300296	690.414363	16.357459	31.554384	20412879.709967	4644.117671	4395.426894	124687.125000	28878.317410	1164.673600	13.496407	11.786632	11.447490	12.125774	86.025160	0.996629	201.702086	1971.918251	202.202086	76.581749	16.356936	31.508860	15450735.863246	4072.808050	3793.632225	124402.601562	21858.319885	1154.463724	11.193054	11.090453	11.156962	11.023944	36.148101	0.998445	1416.083960	1501.628022	1416.583960	546.871978	16.349886	31.543408	1898059.192674	1732.070569	1095.832483	19173.048828	2685.204469	1115.272777	11.006342	11.140910	11.196840	11.084979	39.719979	0.996999	1701.694209	177.161387	1702.194209	1871.338613	16.348198	31.641506	1028552.895162	1453.144774	707.811716	11118.274414	1455.104689	1115.725585	10.824283	11.067030	11.149212	10.984849	35.275139	0.998011	305.222885	94.365366	305.722885	1954.134634	16.356303	31.648022	1630516.489624	1650.960998	987.616601	19790.890625	2306.708970	1111.187576	9.430741	10.498092	10.821371	10.174814	357.522247	0.996186	1793.941160	1670.595906	1794.441160	377.904094	16.347699	31.530767	1335887.202221	1560.640726	855.986378	13017.405273	1889.893792	1114.581416	11.402114	11.362497	11.254384	11.470610	52.871164	0.995081	0.996973	0.001398
ogg2m001-ep02-20210522-0210-e91.fits	55	0	59358.066459	2459358.066459	2459358.070827	1.310443	43.600000	-55	NaN	180	16.352149	31.578929	NaN	NaN	1.992203	0.872730	11.021976	15	30	45	0.264585	3.441697	1.589530	4.415422	3.293510	0.712282	0.293411	0.555610	0.292749	0.000359	0.002246	0.001140	0.002828	0.002157	0.000855	0.000446	0.000690	0.000376	736.112664	1532.660780	1394.370106	1561.490381	1526.901888	832.917678	658.412166	805.535280	778.647484	4573689.273739	2737.037789	1048.959607	1045.021357	1049.459607	1003.478643	16.352005	31.577365	1210129.028781	706.858347	1475.846038	819.956146	14213.728516	1711.982371	966.361866	3015	10.214188	10.541470	10.682418	10.400523	23.514151	0.998461	1901.941459	902.782681	1902.441459	1145.717319	16.347053	31.587656	15741254.024091	4092.254554	3846.596984	123381.492188	22269.319008	1005.529244	11.602946	11.089523	11.036454	11.142593	50.741757	0.997689	1994.627814	1224.889808	1995.127814	823.610192	16.346523	31.563747	7270016.459164	2873.382718	2530.124655	73023.523438	10284.969385	986.536306	11.183443	10.966360	10.804344	11.128375	58.577040	0.995810	109.776818	1358.078931	110.276818	690.421069	16.357459	31.554385	20194769.114234	4605.562792	4384.864571	124687.335938	28569.754037	1020.570914	13.446971	11.589023	11.014798	12.163249	271.563210	0.990198	201.649679	1971.934392	202.149679	76.565608	16.356936	31.508858	15063490.045025	4008.181260	3758.185837	124402.835938	21310.479119	1008.458361	11.113155	10.779052	10.819894	10.738210	36.152827	0.999378	1416.010592	1501.630287	1416.510592	546.869713	16.349886	31.543410	1902581.889191	1695.967228	1121.827036	20919.324219	2691.602776	974.526658	10.740819	10.699708	10.704995	10.694422	44.409565	0.997701	1701.588190	177.264496	1702.088190	1871.235504	16.348198	31.641505	1037544.839714	1418.263064	731.560221	11593.934570	1467.825688	970.855323	10.536249	10.704683	10.736430	10.672936	40.652341	0.998461	305.155672	94.388923	305.655672	1954.111077	16.356303	31.648025	1633562.544834	1613.567756	1012.391664	21797.814453	2311.018257	969.537834	9.147109	10.018273	10.344104	9.692442	352.739224	0.995495	1793.837723	1670.649514	1794.337723	377.850486	16.347699	31.530765	1338944.325380	1521.485497	880.024376	14173.940430	1894.218737	974.049406	11.212900	10.982027	10.842719	11.121336	56.643342	0.995883	0.999282	0.001358
ogg2m001-ep02-20210522-0211-e91.fits	56	0	59358.068590	2459358.068590	2459358.072958	1.323295	44.700000	-55	NaN	180	16.352149	31.578946	NaN	NaN	1.992389	0.872893	11.076020	15	30	45	0.265362	3.452907	1.589306	4.432179	3.322305	0.715418	0.292094	0.554935	0.292787	0.000350	0.002204	0.001118	0.002776	0.002128	0.000838	0.000431	0.000673	0.000366	757.603582	1566.463063	1422.048221	1596.793015	1561.132247	853.617832	677.150594	824.618021	799.339613	4580790.335344	2674.052760	1048.901854	1045.258459	1049.401854	1003.241541	16.352005	31.577363	1215566.420315	706.858347	1439.049823	844.700719	14092.089844	1719.674706	832.812477	2982	10.220294	10.545709	10.618028	10.473391	27.243118	0.999443	1901.851602	903.019356	1902.351602	1145.480644	16.347053	31.587653	15817040.911493	4086.856764	3870.221499	123381.656250	22376.535521	869.623772	11.613756	11.072000	10.867948	11.276052	63.390499	0.996213	1994.565477	1225.104533	1995.065477	823.395467	16.346523	31.563745	7280278.846670	2854.551898	2550.410399	72895.289062	10299.487694	852.203592	11.181384	10.963692	10.668253	11.259131	66.183195	0.993613	109.724812	1358.292514	110.224812	690.207486	16.357459	31.554387	20302882.972829	4604.208118	4409.636240	124687.945312	28722.703859	882.547583	13.559196	11.570525	10.918909	12.222142	271.762435	0.987346	201.624346	1972.133398	202.124346	76.366602	16.356936	31.508859	15218782.448962	4013.542255	3791.858035	124402.671875	21530.172930	872.361969	11.219782	10.786983	10.709607	10.864359	61.090082	0.999274	1415.948573	1501.851550	1416.448573	546.648450	16.349886	31.543409	1910426.200832	1662.317813	1149.254484	19966.662109	2702.700207	837.500493	10.761137	10.786981	10.688616	10.885346	56.856057	0.997944	1701.539042	177.472903	1702.039042	1871.027097	16.348198	31.641505	1035543.637010	1374.705919	753.283755	11702.579102	1464.994565	838.873256	10.506836	10.672828	10.620404	10.725253	51.725515	0.998216	305.112756	94.612641	305.612756	1953.887359	16.356303	31.648026	1634820.497502	1580.329487	1034.480791	21767.755859	2312.797896	837.678712	9.321928	10.065633	10.287685	9.843581	352.352488	0.997910	1793.792719	1670.826335	1794.292719	377.673665	16.347699	31.530766	1341195.970519	1484.016579	903.760773	13929.555664	1897.404163	840.341689	11.299867	11.049744	10.783529	11.315959	66.309828	0.994942	1.002216	0.001323
ogg2m001-ep02-20210522-0212-e91.fits	57	0	59358.070723	2459358.070723	2459358.075091	1.336605	45.000000	-55	NaN	180	16.352148	31.578946	NaN	NaN	1.992389	0.873056	11.012108	15	30	45	0.264861	3.481675	1.587768	4.472796	3.351563	0.713898	0.292739	0.555250	0.293053	0.000342	0.002182	0.001099	0.002748	0.002107	0.000820	0.000421	0.000659	0.000358	775.230404	1595.865785	1444.826036	1627.512302	1590.459695	870.567695	694.826196	842.559856	818.001237	4573692.744758	2614.390155	1048.638133	1045.167663	1049.138133	1003.332337	16.352005	31.577370	1211390.984105	706.858347	1400.820314	864.772571	13642.822266	1713.767672	720.049364	3003	10.178651	10.783409	10.967649	10.599170	24.019348	0.997390	1901.610951	902.990444	1902.110951	1145.509556	16.347053	31.587658	15924110.708725	4088.129186	3895.207315	123381.593750	22528.008299	757.346757	11.544544	11.244631	11.220816	11.268446	47.425601	0.997491	1994.283915	1225.094464	1994.783915	823.405536	16.346523	31.563747	7261963.751116	2833.965908	2562.473927	70549.820312	10273.577134	737.752400	11.034598	11.160434	11.044006	11.276863	54.949571	0.996243	109.486011	1358.266593	109.986011	690.233407	16.357459	31.554386	20457195.476465	4610.208319	4437.368999	124687.773438	28941.011394	770.734807	13.611633	11.677187	11.242246	12.112128	89.994463	0.994466	201.349503	1972.113298	201.849503	76.386702	16.356937	31.508856	15329017.455887	4014.386900	3818.520196	124403.164062	21686.123563	758.684368	11.128311	10.956437	11.038880	10.873995	31.116312	0.998957	1415.672241	1501.832413	1416.172241	546.667587	16.349886	31.543410	1905101.815395	1631.601895	1167.626626	19874.935547	2695.167742	723.507499	10.697068	10.944172	10.968640	10.919704	42.412533	0.997542	1701.247718	177.422741	1701.747718	1871.077259	16.348198	31.641514	1035706.834553	1337.722148	774.231657	11332.120117	1465.225443	722.953821	10.548289	10.898079	11.015968	10.780189	29.847420	0.998162	304.893508	94.561573	305.393508	1953.938427	16.356303	31.648033	1632884.094810	1543.829846	1057.683979	20941.199219	2310.058446	720.751157	9.192875	10.306409	10.630124	9.982694	357.057290	0.996020	1793.511527	1670.824537	1794.011527	377.675463	16.347699	31.530766	1340336.272265	1448.396539	925.393175	13557.611328	1896.187939	723.032691	11.173000	11.207101	11.052634	11.361568	57.508427	0.995752	1.000323	0.001290
ogg2m001-ep02-20210522-0213-e91.fits	58	0	59358.072856	2459358.072856	2459358.077224	1.350363	45.799000	-55	NaN	180	16.352148	31.578939	NaN	NaN	1.991085	0.873233	10.771840	15	30	45	0.264812	3.409251	1.590672	4.419725	3.276364	0.712505	0.292724	0.556421	0.293042	0.000336	0.002114	0.001089	0.002684	0.002039	0.000807	0.000414	0.000651	0.000352	788.704453	1612.607361	1461.249377	1646.945586	1606.687457	882.836317	707.090732	855.071400	831.555663	4560226.476401	2568.699164	1048.803804	1045.116542	1049.303804	1003.383458	16.352005	31.577367	1207604.284576	706.858347	1371.727706	880.352769	14142.521484	1708.410588	630.227451	3024	9.896851	10.510719	10.699874	10.321564	23.718702	0.997170	1901.809718	902.887224	1902.309718	1145.612776	16.347053	31.587655	15546956.983214	4031.822403	3856.061957	123381.632812	21994.444924	663.755991	11.334484	11.094934	11.085485	11.104383	45.801941	0.996296	1994.507428	1224.995149	1995.007428	823.504851	16.346523	31.563745	7253825.898558	2819.129037	2573.073386	73540.765625	10262.064427	646.209513	10.820773	10.920076	10.795081	11.045071	54.185745	0.994726	109.647336	1358.212481	110.147336	690.287519	16.357459	31.554387	20154947.471993	4568.781517	4411.449179	124687.484375	28513.417937	679.392584	13.446334	11.614238	11.021001	12.207475	87.211640	0.989519	201.494995	1972.070912	201.994995	76.429088	16.356937	31.508858	14940960.362442	3955.602977	3777.163797	124403.250000	21137.135078	666.827374	11.000379	10.797827	10.828629	10.767026	41.284254	0.998054	1415.854903	1501.762073	1416.354903	546.737927	16.349886	31.543408	1897328.561641	1605.511119	1181.759839	19911.617188	2684.170838	634.452708	10.493817	10.706632	10.747469	10.665795	41.258068	0.996570	1701.441442	177.334626	1701.941442	1871.165374	16.348197	31.641508	1032615.489805	1309.269913	788.695653	11555.700195	1460.852085	632.993383	10.233796	10.650609	10.751059	10.550159	34.408184	0.997276	305.035898	94.478835	305.535898	1954.021165	16.356302	31.648030	1630282.424955	1518.671042	1073.492797	22254.728516	2306.377836	631.139604	8.794139	10.024018	10.363500	9.684535	1.630917	0.995408	1793.698456	1670.709393	1794.198456	377.790607	16.347699	31.530768	1336339.296698	1419.841057	941.189361	13635.248047	1890.533375	634.848032	10.925987	10.966980	10.865030	11.068931	52.920315	0.995361	1.000141	0.001268
ogg2m001-ep02-20210522-0214-e91.fits	59	0	59358.074989	2459358.074989	2459358.079357	1.364584	46.000000	-55	NaN	180	16.352149	31.578938	NaN	NaN	1.994772	0.873398	10.564037	15	30	45	0.265294	3.322320	1.591828	4.390234	3.216027	0.713549	0.292292	0.556185	0.293193	0.000331	0.002039	0.001077	0.002632	0.001980	0.000797	0.000406	0.000641	0.000347	802.610284	1629.230074	1478.388726	1667.815310	1624.171693	895.694820	719.847243	867.254210	844.957094	4567114.722521	2534.613752	1048.863039	1045.102235	1049.363039	1003.397765	16.352005	31.577367	1211626.730875	706.858347	1351.580918	896.451492	15535.555664	1714.101186	562.024969	3056	9.532811	10.092536	10.267038	9.918033	22.064447	0.997680	1901.756784	902.905645	1902.256784	1145.594355	16.347053	31.587656	15173417.584595	3978.274802	3814.069751	123381.023438	21465.994775	597.392887	11.388528	10.829688	10.778175	10.881200	49.414388	0.996158	1994.466133	1225.003173	1994.966133	823.496827	16.346523	31.563745	7270060.978586	2811.372136	2585.947583	82778.000000	10285.032367	580.702621	10.528882	10.537204	10.388276	10.686132	55.677052	0.993976	109.727623	1358.139257	110.227623	690.360743	16.357459	31.554388	20050702.087699	4550.762436	4406.009404	124687.156250	28365.940886	612.182449	13.281707	11.487622	10.558574	12.416670	270.065309	0.974176	201.601792	1971.986169	202.101792	76.513831	16.356937	31.508857	14687962.680084	3916.274053	3750.494087	124402.164062	20779.216573	603.542898	11.212784	10.508651	10.438187	10.579115	54.290751	0.998229	1415.866814	1501.725058	1416.366814	546.774942	16.349886	31.543409	1901819.825275	1587.766187	1197.795898	22503.218750	2690.524676	567.665157	10.129189	10.316886	10.318533	10.315239	44.839202	0.996764	1701.412511	177.330877	1701.912511	1871.169123	16.348198	31.641514	1032995.662892	1285.117233	803.814342	13177.291992	1461.389919	566.916454	9.895017	10.252275	10.319837	10.184714	38.073783	0.996970	305.109943	94.417942	305.609943	1954.082058	16.356303	31.648038	1632299.234353	1500.579590	1087.779179	25243.544922	2309.231038	564.416779	8.479906	9.620449	9.905317	9.335581	2.039676	0.996481	1793.689537	1670.691516	1794.189537	377.808484	16.347699	31.530766	1339044.393381	1399.708948	956.659165	15835.092773	1894.360304	568.070406	10.627509	10.607805	10.462424	10.753186	55.682382	0.994341	1.001959	0.001248
ogg2m001-ep02-20210522-0215-e91.fits	60	0	59358.077120	2459358.077120	2459358.081488	1.379293	45.500000	-55	NaN	180	16.352147	31.578919	NaN	NaN	1.989357	0.873563	10.948626	15	30	45	0.265083	3.460844	1.588340	4.451299	3.300906	0.712626	0.293089	0.555792	0.292701	0.000329	0.002111	0.001073	0.002659	0.002022	0.000793	0.000405	0.000639	0.000346	805.226311	1639.742703	1480.749694	1674.134748	1632.396210	898.585888	724.326817	870.275573	846.841976	4537798.509319	2509.148202	1048.566595	1044.830240	1049.066595	1003.669760	16.352005	31.577368	1202891.673088	706.858347	1337.611238	899.283468	13362.799805	1701.743607	526.678074	2911	10.123688	10.563349	10.721361	10.405338	31.823576	0.995460	1901.512487	902.588701	1902.012487	1145.911299	16.347053	31.587659	15704613.001767	4039.847526	3887.427162	123381.179688	22217.482565	562.551640	11.561835	11.106634	11.040089	11.173179	49.316313	0.993627	1994.172403	1224.697130	1994.672403	823.802870	16.346523	31.563748	7207568.024732	2794.533600	2579.166708	72694.898438	10196.622923	543.979194	11.142595	10.997363	10.843660	11.151066	53.923012	0.991684	109.459838	1357.937404	109.959838	690.562596	16.357459	31.554384	20199098.263620	4563.759948	4425.977373	124264.218750	28575.878530	575.776675	13.335328	11.621717	11.007013	12.236421	81.807059	0.987910	201.318577	1971.716504	201.818577	76.783496	16.356936	31.508858	14978844.539732	3949.626584	3792.471066	124402.242188	21190.730225	564.861170	11.111520	10.828373	10.848943	10.807804	43.230683	0.996211	1415.572566	1501.439580	1416.072566	547.060420	16.349886	31.543411	1888183.633768	1573.240449	1200.187571	20255.775391	2671.233411	530.622992	10.665493	10.785462	10.782962	10.787962	45.166543	0.993641	1701.160658	177.043174	1701.660658	1871.456826	16.348197	31.641515	1028528.566078	1270.503983	809.543756	11226.935547	1455.070270	526.898557	10.467030	10.757535	10.850398	10.664671	37.857572	0.995105	304.846459	94.166420	305.346459	1954.333580	16.356303	31.648037	1621086.309474	1485.449029	1091.310626	21129.808594	2293.367994	527.573736	8.959797	10.072051	10.370919	9.773183	8.492515	0.996156	1793.385576	1670.431167	1793.885576	378.068833	16.347699	31.530766	1328220.347335	1385.861744	958.407542	13853.420898	1879.047411	529.879137	11.170351	10.993212	10.843990	11.142434	53.392047	0.991165	1.001162	0.001243
ogg2m001-ep02-20210522-0216-e91.fits	61	0	59358.079252	2459358.079252	2459358.083620	1.394510	45.000000	-55	NaN	180	16.352148	31.578911	NaN	NaN	1.989357	0.873729	10.985427	15	30	45	0.264642	3.536984	1.591014	4.494199	3.385533	0.714069	0.292411	0.555585	0.292627	0.000329	0.002156	0.001076	0.002686	0.002072	0.000795	0.000404	0.000639	0.000346	804.614027	1640.696160	1478.840120	1673.069743	1634.048086	897.820710	723.306684	869.157520	846.852507	4506111.736815	2494.146130	1048.674447	1044.775438	1049.174447	1003.724562	16.352005	31.577365	1192507.123120	706.858347	1326.990763	898.655180	12653.467773	1687.052474	508.779979	3052	10.177092	10.909200	11.052019	10.766381	15.818372	0.999055	1901.679159	902.519276	1902.179159	1145.980724	16.347052	31.587656	15938042.938689	4067.216651	3918.660919	123381.414062	22547.718372	546.543656	11.475761	11.367305	11.298387	11.436222	54.115007	0.998498	1994.323708	1224.615072	1994.823708	823.884928	16.346523	31.563746	7169288.046465	2784.864952	2574.375480	63984.375000	10142.467832	527.170948	11.228317	11.316277	11.156582	11.475972	59.994127	0.996813	109.662540	1357.802356	110.162540	690.697644	16.357458	31.554388	20251364.954692	4568.207778	4433.109425	124687.851562	28649.820772	560.715074	13.380398	11.795291	11.408607	12.181974	270.908825	0.995706	201.542304	1971.637180	202.042304	76.862820	16.356936	31.508858	15255590.762596	3982.569808	3830.589669	124403.070312	21582.246041	548.995586	11.021333	11.096767	11.127912	11.065622	37.499584	0.999530	1415.696429	1501.355014	1416.196429	547.144986	16.349886	31.543409	1877213.978297	1564.587833	1199.813739	17961.085938	2655.714523	514.098306	10.713467	11.106430	11.124634	11.088227	42.378484	0.998713	1701.276184	176.957520	1701.776184	1871.542480	16.348197	31.641513	1019518.140068	1261.302437	808.305852	10268.742188	1442.323125	511.544271	10.522178	11.042825	11.101428	10.984221	32.099129	0.999405	304.929902	94.053987	305.429902	1954.446013	16.356303	31.648038	1609379.618450	1477.141155	1089.523241	19776.402344	2276.806414	510.567238	9.105780	10.511068	10.775340	10.246795	354.271042	0.997371	1793.527888	1670.315639	1794.027888	378.184361	16.347699	31.530767	1318611.055983	1375.422633	958.695185	12046.364258	1865.453045	513.948339	11.244514	11.346750	11.207349	11.486152	58.681771	0.997143	0.999498	0.001242
ogg2m001-ep02-20210522-0217-e91.fits	62	0	59358.081384	2459358.081384	2459358.085752	1.410274	44.600000	-55	NaN	180	16.352147	31.578892	NaN	NaN	1.989357	0.873909	11.044631	15	30	45	0.264644	3.498446	1.589065	4.477725	3.365911	0.712720	0.293757	0.554748	0.292729	0.000328	0.002126	0.001071	0.002666	0.002053	0.000791	0.000403	0.000636	0.000344	808.064900	1645.654836	1484.109100	1679.464195	1639.674463	901.478386	728.304281	872.811250	850.949096	4521899.836750	2491.865628	1048.695316	1044.444616	1049.195316	1004.055384	16.352005	31.577370	1196694.612607	706.858347	1326.007141	902.479764	12762.976562	1692.976560	498.391711	3083	10.222932	10.689194	10.907934	10.470454	18.249971	0.997410	1901.620753	902.220567	1902.120753	1146.279433	16.347053	31.587658	15819623.541108	4051.117089	3905.002792	123381.406250	22380.189195	536.111587	11.558140	11.183345	11.157976	11.208715	47.264006	0.996697	1994.283576	1224.352381	1994.783576	824.147619	16.346523	31.563745	7185594.781410	2786.114013	2579.074205	66607.359375	10165.537142	516.793443	11.146330	11.090903	10.983792	11.198014	53.481364	0.995618	109.590370	1357.511251	110.090370	690.988749	16.357458	31.554391	20247825.707665	4566.352528	4434.135469	124687.257812	28644.813762	548.294224	13.435478	11.642596	11.277293	12.007898	89.656095	0.996069	201.419047	1971.427577	201.919047	77.072423	16.356936	31.508856	15220313.951722	3977.028117	3827.057165	124402.632812	21532.339563	538.356365	11.169295	10.922337	11.013348	10.831326	30.500641	0.998818	1415.696645	1501.072931	1416.196645	547.427069	16.349886	31.543411	1881714.265323	1563.578612	1203.466363	18801.333984	2662.081127	503.635983	10.766010	10.901544	10.955421	10.847667	39.472130	0.997343	1701.260532	176.677628	1701.760532	1871.822372	16.348197	31.641512	1026731.784861	1260.426895	814.590508	10706.970703	1452.528345	502.073207	10.620491	10.864384	10.960781	10.767987	34.272072	0.997647	304.980499	93.864055	305.480499	1954.635945	16.356302	31.648032	1613453.786566	1475.106870	1093.787725	19872.476562	2282.570183	501.708975	9.290223	10.268955	10.633180	9.904729	356.389088	0.994900	1793.501234	1670.072346	1794.001234	378.427654	16.347699	31.530766	1323689.986428	1373.913371	963.445014	12869.125977	1872.638262	504.575147	11.192781	11.137524	10.970913	11.304134	57.941251	0.995305	0.999506	0.001237
ogg2m001-ep02-20210522-0218-e91.fits	63	0	59358.083517	2459358.083517	2459358.087885	1.426561	44.600000	-55	NaN	180	16.352148	31.578902	NaN	NaN	1.988677	0.874077	10.733858	15	30	45	0.264407	3.364121	1.590785	4.402072	3.247003	0.713017	0.293075	0.555490	0.292615	0.000326	0.002046	0.001069	0.002617	0.001982	0.000789	0.000401	0.000634	0.000343	810.342225	1644.334295	1488.514208	1682.168087	1638.648192	904.070516	730.252716	875.677572	853.279470	4540270.541708	2494.489143	1048.740494	1044.568622	1049.240494	1003.931378	16.352005	31.577370	1200478.106625	706.858347	1326.522786	904.981143	14446.099609	1698.329109	497.757553	3015	9.917209	10.155385	10.136554	10.174216	48.021718	0.998759	1901.636365	902.362409	1902.136365	1146.137591	16.347053	31.587659	15274019.793355	3982.656198	3835.133899	123381.187500	21608.317787	528.797902	11.367785	10.853010	10.581759	11.124260	65.499915	0.994202	1994.358003	1224.477243	1994.858003	824.022757	16.346523	31.563747	7222595.445566	2792.388886	2586.529220	74370.820312	10217.882374	512.321347	10.752017	10.627139	10.254546	10.999732	68.636282	0.990911	109.604957	1357.679069	110.104957	690.820931	16.357459	31.554387	19986595.924267	4537.428119	4404.829212	124687.710938	28275.249217	542.424434	13.356980	11.485114	10.538354	12.431874	270.763397	0.973165	201.461670	1971.535429	201.961670	76.964571	16.356937	31.508856	14742271.429672	3916.015150	3764.610418	124402.515625	20856.047737	530.957349	11.219287	10.580704	10.421468	10.739940	66.829285	0.998100	1415.733633	1501.195816	1416.233633	547.304184	16.349886	31.543412	1889817.453409	1566.308802	1206.542063	20456.097656	2673.544793	500.982699	10.328078	10.426839	10.249248	10.604430	61.237411	0.995977	1701.291482	176.799315	1701.791482	1871.700685	16.348198	31.641515	1029050.180011	1260.024870	816.690372	11710.688477	1455.808203	499.668965	10.186537	10.368749	10.235239	10.502259	60.877658	0.997606	305.039646	93.946925	305.539646	1954.553075	16.356302	31.648037	1621402.908288	1476.986847	1097.777486	22529.337891	2293.815890	498.276254	8.795560	9.744428	9.885317	9.603539	344.830901	0.998878	1793.554275	1670.210239	1794.054275	378.289761	16.347699	31.530765	1328553.488502	1375.298927	966.010707	14710.851562	1879.518710	500.648150	10.681266	10.632745	10.269288	10.996201	67.397837	0.990607	0.998609	0.001232
